content_hash_id,status,action,clicks_delta_pct,position_delta,ctr_b,search_volume,main_intent
content_a0bd3b31bdf11731,volatile,review,-1.0,2.8944226750261226,0.0,0,0
content_5610a99ba4250949,volatile,review,-1.0,22.091117216117215,0.0,0,0
content_17595d6585d6c525,volatile,review,-1.0,0.19908730158730137,0.0,0,0
content_392c9fea36ba4ea3,declining,rewrite,-1.0,-4.206720414701785,0.0,0,informational
content_494c8d4c0b6ebbd4,volatile,review,-1.0,8.267646180979515,0.0,10,informational
content_f97a2fde9efe692d,declining,rewrite,-1.0,-5.483021869366979,0.0,110,informational
content_cf3b028d69374b09,volatile,review,-1.0,22.995178213154215,0.0,720,informational
content_e6324442a70f6e5a,volatile,review,-1.0,20.915379909658988,0.0,90,informational
content_2d95dc4f373e47c8,declining,rewrite,-1.0,-11.614304925178624,0.0,50,commercial
content_ff35f0c24e007ad1,volatile,review,-1.0,7.1338458267436735,0.0,40,commercial
content_e9bc760b79b6c45a,declining,rewrite,-1.0,-1.5828446151922275,0.0,0,0
content_8e74c3b078468eea,declining,rewrite,-1.0,-9.039576891362607,0.0,1300,commercial
content_e58e65a237f2e882,declining,rewrite,-1.0,-17.225,0.0,0,0
content_e7a810d82051cd1c,volatile,review,-1.0,0.0,0.0,0,0
content_1180420b8216c610,declining,rewrite,-1.0,-0.12712938402593554,0.0,0,informational
content_eb0d3eed5ab36f7a,volatile,review,-1.0,2.493357487922707,0.0,0,0
content_395dcb6e0b42182b,volatile,review,-1.0,8.67056074766355,0.0,0,0
content_52b6a7db4b9ba039,volatile,review,-1.0,0.49583333333333357,0.0,0,0
content_418092612cc086ab,declining,rewrite,-1.0,-4.161111111111111,0.0,0,0
content_f541d25b8a502bfa,volatile,review,-1.0,0.0,0.0,0,0
content_2992ffeec19b2892,volatile,review,-1.0,0.0,0.0,0,0
content_7217615a8212580a,volatile,review,-1.0,0.0,0.0,20,informational
content_fa694d862698eac0,volatile,review,-1.0,0.0,0.0,30,commercial
content_92d24f3d29687232,declining,rewrite,-1.0,-20.322076897218942,0.0,590,transactional
content_5646e49eb38c85e1,declining,rewrite,-1.0,-0.6352083333333329,0.0,20,commercial
content_eeb9df6dfd4bc4e0,declining,rewrite,-1.0,-0.3932971643620573,0.0,90,transactional
content_e94b8c14cb1419b1,volatile,review,-1.0,2.0,0.0,10,informational
content_5a9dbaf53e15e590,declining,rewrite,-1.0,-13.554096014776524,0.0,0,0
content_824f3886bb68048e,volatile,review,-1.0,27.505577878254037,0.0,50,transactional
content_410632e2945abf48,volatile,review,-1.0,13.564581400437518,0.0,10,informational
content_cef85af8241232f9,volatile,review,-1.0,19.073000000000004,0.0,10,transactional
content_3a0cf7c9a138c87a,volatile,review,-1.0,3.9322980450869895,0.0,40,informational
content_b92688b38e17e557,volatile,review,-1.0,2.336150793650802,0.0,20,informational
content_0e1a9a125c5525c7,declining,rewrite,-1.0,-21.53843915343915,0.0,0,0
content_9bf91ce0d4e75902,volatile,review,-1.0,20.642857142857142,0.0,0,0
content_b3bc63651e25a948,volatile,review,-1.0,10.27957403573346,0.0,10,informational
content_ea803244698d1145,declining,rewrite,-1.0,-0.425130359675677,0.0,10,informational
content_6055eadb7b99f27b,declining,rewrite,-1.0,-9.976848156455716,0.0,110,informational
content_9ae53867d6bc0eca,volatile,review,-1.0,15.676276976534867,0.0,10,informational
content_0d8d7f0db1c09360,declining,rewrite,-1.0,-7.380213464696226,0.0,10,transactional
content_e78e7385e30851ea,volatile,review,-1.0,8.439433433470397,0.0,10,commercial
content_d492aac0a6391d74,volatile,review,-1.0,3.972846409440195,0.0,10,informational
content_e5d1a81bf569f3a8,volatile,review,-1.0,17.482122044622045,0.0,10,commercial
content_2b6b9da9d131e06d,volatile,review,-1.0,24.10188176003239,0.0,10,informational
content_50a67e1ff1921d45,declining,rewrite,-1.0,-6.874545412097632,0.0,10,commercial
content_8f087f76a6b76c34,volatile,review,-1.0,18.13288183321699,0.0,10,commercial
content_97647b849b0ad312,volatile,review,-1.0,1.0646608946608938,0.0,10,informational
content_66e72efd246ec696,declining,rewrite,-1.0,-6.147403166321686,0.0,10,informational
content_8a633b222058053e,volatile,review,-1.0,2.401788671687985,0.0,20,informational
content_5a5fff887384299e,declining,rewrite,-1.0,-1.3136168569992108,0.0,40,informational
content_3674ad453e46c6f7,volatile,review,-1.0,0.6897185960606809,0.0,10,informational
content_a2edc382d9c320ff,volatile,review,-1.0,19.771329286515357,0.0,40,transactional
content_c9c97dd5d39fc44f,volatile,review,-1.0,1.2759946467627614,0.0,10,transactional
content_c8a3229a76d5076f,volatile,review,-1.0,0.7972410438790085,0.0,20,transactional
content_b9e4498e6602d7ee,volatile,review,-1.0,4.378418568249078,0.0,30,transactional
content_362ee4d7b1e82c15,volatile,review,-1.0,10.12586723127341,0.0,10,transactional
content_a32b31e5e41b3eae,declining,rewrite,-1.0,-5.493728463481924,0.0,10,commercial
content_05524a942ceb8aa0,volatile,review,-1.0,0.0,0.0,20,transactional
content_195e03547c583c7c,declining,rewrite,-1.0,-0.29266119101024657,0.0,40,commercial
content_3d07b3d1fd0d4c80,declining,rewrite,-1.0,-4.789465397311977,0.0,20,informational
content_6f67252561ea8382,volatile,review,-1.0,13.111451922106752,0.0,10,informational
content_0caabe4057c8aae4,volatile,review,-1.0,17.267608054250484,0.0,10,informational
content_71507e3446c4fbf3,declining,rewrite,-1.0,-1.6262473706730276,0.0,0,informational
content_4cdf598ecb5f1360,volatile,review,-1.0,20.88476430976431,0.0,10,informational
content_f501576282f9a25e,volatile,review,-1.0,10.378532288086774,0.0,70,informational
content_2f2e6d277bb3c7fc,volatile,review,-1.0,6.732930696958203,0.0,10,transactional
content_ef5834fbacda9c31,volatile,review,-1.0,22.00829315059356,0.0,10,commercial
content_550a097767e83add,volatile,review,-1.0,17.55338279686837,0.0,10,transactional
content_5112c3480a189a80,declining,rewrite,-1.0,-2.6398989898989953,0.0,0,0
content_f5d32077b501d2c3,declining,rewrite,-1.0,-7.02139113481674,0.0,20,transactional
content_f98e461c1493ba55,volatile,review,-1.0,2.0265625000000007,0.0,210,transactional
content_2aaca84f1f5b7db3,volatile,review,-1.0,26.795304437564496,0.0,10,informational
content_9e22cdd780a2867c,declining,rewrite,-1.0,-56.66027777777778,0.0,70,informational
content_efb8c84a1c94b050,volatile,review,-1.0,19.217470087782587,0.0,40,transactional
content_d18bcbfd55da6224,volatile,review,-1.0,3.445046294017306,0.0,30,transactional
content_7e4ca15241452d5f,declining,rewrite,-1.0,-3.7514384920634924,0.0,0,commercial
content_e81754871ac1351d,volatile,review,-1.0,7.605753968253968,0.0,0,0
content_ef25e3dc1113ddcf,volatile,review,-1.0,13.818101376535113,0.0,0,informational
content_ea8dbea0a2f72bb4,volatile,review,-1.0,0.0,0.0,0,0
content_53ae7afb7cb87e36,volatile,review,-1.0,13.319481976912831,0.0,0,0
content_e0730ba201a467be,volatile,review,-1.0,0.5402431709117774,0.0,0,0
content_449f92a49caede8f,declining,rewrite,-1.0,-6.674104222996931,0.0,0,0
content_c362281dfe8edce2,volatile,review,-1.0,3.007481815570051,0.0,0,0
content_71616925aee3c5a6,volatile,review,-1.0,13.494614045287568,0.0,0,0
content_007487dc23753816,volatile,review,-1.0,11.244198755174361,0.0,0,0
content_d2c2488309024d18,volatile,review,-1.0,1.4266553164687297,0.0,0,0
content_fa7de68c918df94b,volatile,review,-1.0,10.91450414888729,0.0,0,0
content_a34df18e80911135,volatile,review,-1.0,0.0,0.0,0,0
content_676524781243883a,declining,rewrite,-1.0,-2.133634722944482,0.0,0,0
content_2b644a6952d3e001,volatile,review,-1.0,1.380396353807166,0.0,0,0
content_1afe2d182a0573b7,declining,rewrite,-1.0,-0.6741706190412913,0.0,260,commercial
content_ba9dffe779c2ee43,volatile,review,-1.0,16.957091052151156,0.0,10,transactional
content_4e6ce4d28d64d85a,declining,rewrite,-1.0,-0.7067654320987646,0.0,0,0
content_6b9cfe0a192ed928,volatile,review,-1.0,0.5664362519201234,0.0,260,informational
content_f999e8fa7a2ef417,declining,rewrite,-1.0,-18.31940618626504,0.0,30,informational
content_7b1da07de31d72fa,volatile,review,-1.0,1.2517365435173655,0.0,20,commercial
content_40ef0308d42ab08a,declining,rewrite,-1.0,-8.399266242032198,0.0,20,commercial
content_0d9b68a494451f25,volatile,review,-1.0,0.0,0.0,0,informational
content_fd4fe73cc19738ff,declining,rewrite,-1.0,-1.6522435897435894,0.0,10,informational
content_e06e6da0b0df7b9b,volatile,review,-1.0,7.5634104784104785,0.0,40,informational
content_cb62df813517a758,declining,rewrite,-1.0,-27.210550225628317,0.0,0,informational
content_686e67f71e1c378a,volatile,review,-1.0,21.93942534631093,0.0,10,transactional
content_e7a2f01fa7877312,volatile,review,-1.0,17.153078146381915,0.0,40,informational
content_563b9fa95b07f1b1,volatile,review,-1.0,1.9232993197278923,0.0,30,informational
content_3f7a3b7061f4d1d0,volatile,review,-1.0,2.2437238325281816,0.0,20,informational
content_c0da6e823106af5e,volatile,review,-1.0,6.963012477718362,0.0,20,informational
content_636fc3fb0193c6f9,volatile,review,-1.0,6.947438797088182,0.0,10,transactional
content_eab72ae94f9742c1,declining,rewrite,-1.0,-42.7,0.0,10,informational
content_f96063dcbcb2f790,volatile,review,-1.0,1.7288654672110368,0.0,0,transactional
content_baa873eb50ee2710,volatile,review,-1.0,1.9208371756129723,0.0,0,transactional
content_76f12fc65d9c2280,volatile,review,-1.0,7.205796184116849,0.0,10,transactional
content_bd524c8f167eaecf,declining,rewrite,-1.0,-2.2992684781453585,0.0,170,informational
content_199867995808cf5c,declining,rewrite,-1.0,-5.171895145162814,0.0,10,informational
content_0333fe1c5785e837,declining,rewrite,-1.0,-4.341071428571427,0.0,10,commercial
content_baaa51963179bce7,volatile,review,-1.0,5.174603174603176,0.0,0,0
content_e9c604d0fb141686,declining,rewrite,-1.0,-8.625943583048898,0.0,20,transactional
content_57bdbf87effd4e27,volatile,review,-1.0,1.9576978462155954,0.0,0,transactional
content_90943ca3ffc229b0,declining,rewrite,-1.0,-52.125,0.0,210,informational
content_b787dde603056ff6,declining,rewrite,-1.0,-2.453869047619044,0.0,70,commercial
content_0115ed1628a0caf4,volatile,review,-1.0,62.333333333333336,0.0,20,commercial
content_a58c01ea4b974f15,volatile,review,-1.0,3.9573030946131063,0.0,30,informational
content_cf2961c35d07f258,volatile,review,-1.0,5.437770046332801,0.0,90,informational
content_0d41216a98518c32,declining,rewrite,-1.0,-36.93333333333334,0.0,10,informational
content_e4dec8a0ef2c98d0,volatile,review,-1.0,0.002021766249409751,0.0,10,informational
content_499bd4538f4c54a0,declining,rewrite,-1.0,-35.30228368284957,0.0,10,informational
content_9c2363f7a095b942,volatile,review,-1.0,3.4121212121212103,0.0,10,informational
content_434f6a9f62a02dfb,volatile,review,-1.0,0.747697756788666,0.0,10,transactional
content_8987f036ab38ef13,volatile,review,-1.0,50.33494756710226,0.0,20,transactional
content_ace40aa8f742a597,volatile,review,-1.0,26.424511679231898,0.0,40,informational
content_b5632f95b9178c41,volatile,review,-1.0,3.697143179093981,0.0,260,informational
content_364bd104d39f44eb,volatile,review,-1.0,18.80259610987494,0.0,140,informational
content_ed3423e73be6871c,volatile,review,-1.0,5.250989741561273,0.0,70,transactional
content_8385e0c572b53d74,volatile,review,-1.0,8.563207212946399,0.0,20,transactional
content_655f09d80ffd0d9f,volatile,review,-1.0,3.3064440805415334,0.0,30,transactional
content_f357486d3e69f0bc,volatile,review,-1.0,11.465726015272478,0.0,10,transactional
content_5c45eaf53ef00e72,volatile,review,-1.0,3.9154119602386404,0.0,10,commercial
content_4b567d4c0b8753c0,volatile,review,-1.0,5.137637673841564,0.0,0,transactional
content_f68adcd5e5b62965,volatile,review,-1.0,0.7275564003879964,0.0,10,transactional
content_94bd7a99db6f540e,declining,rewrite,-1.0,-3.208823529411764,0.0,0,0
content_b60788d1e0043b2e,volatile,review,-1.0,0.1460891044552195,0.0,10,informational
content_7b365bfe87bd2252,volatile,review,-1.0,0.2761945481921497,0.0,0,transactional
content_b949f81fa6ef0f09,volatile,review,-1.0,0.8109162727494805,0.0,0,informational
content_a79f77c7f882e32c,volatile,review,-1.0,18.19056742642827,0.0,10,commercial
content_08c5d47f8ffd167a,declining,rewrite,-1.0,-5.201798481630412,0.0,170,informational
content_38105446750bbddd,volatile,review,-1.0,24.521929824561393,0.0,20,informational
content_aa2977c46d251355,volatile,review,-1.0,2.7975478932289555,0.0,10,informational
content_03695d293e9fee63,volatile,review,-1.0,9.499253846966248,0.0,0,informational
content_3d37881eae7cac6d,volatile,review,-1.0,18.378298359329857,0.0,210,informational
content_4724c497f7a2ffdc,volatile,review,-1.0,8.297783371262977,0.0,50,transactional
content_54f545090bc5fb28,declining,rewrite,-1.0,-2.9797619047619044,0.0,0,0
content_2f035252035947ce,volatile,review,-1.0,0.21385281385281285,0.0,0,0
content_d2a3d9318a2cc292,declining,rewrite,-1.0,-9.946428571428571,0.0,70,transactional
content_c35bac8a88028a05,declining,rewrite,-1.0,-20.36111111111111,0.0,0,0
content_7961e83dcf52059f,volatile,review,-1.0,2.583333333333332,0.0,0,0
content_97b889654a78acc3,volatile,review,-1.0,0.1887351703885879,0.0,0,transactional
content_250949ab69b7251b,volatile,review,-1.0,7.42883022779036,0.0,20,transactional
content_aa8f7628f2dd7b98,volatile,review,-1.0,24.873590572884545,0.0,30,commercial
content_e23edbcaa80ac705,volatile,review,-1.0,4.3663122914686365,0.0,10,transactional
content_ae95d9a21848df38,volatile,review,-1.0,35.61816999527083,0.0,10,transactional
content_90074406b64f5221,volatile,review,-1.0,10.654681578625848,0.0,20,informational
content_a03aa9c2cd39d422,volatile,review,-1.0,5.278053265683347,0.0,30,commercial
content_8eeaff1b7d8167ff,declining,rewrite,-1.0,-1.1592592592592599,0.0,0,informational
content_2e20d2f9b2da3610,volatile,review,-1.0,0.0,0.0,0,0
content_5695926bf78a573c,declining,rewrite,-1.0,-12.593320210296362,0.0,0,informational
content_217719c81a8d7f61,declining,rewrite,-1.0,-27.070747800586506,0.0,0,informational
content_137ed24333c86296,declining,rewrite,-1.0,-3.030777777777777,0.0,0,informational
content_8613c7bd544aa6a4,volatile,review,-1.0,48.95987103174603,0.0,20,informational
content_72fdf117ce58571b,volatile,review,-1.0,0.0,0.0,0,informational
content_31096e2c36dbb920,volatile,review,-1.0,0.0,0.0,0,transactional
content_d24338d94b990b69,declining,rewrite,-1.0,-0.1595936549326371,0.0,110,informational
content_45fcddc349d73510,declining,rewrite,-1.0,-19.198717948717942,0.0,40,informational
content_dddd0ffec491da12,volatile,review,-1.0,1.6055555555555552,0.0,20,informational
content_267e662bb9ed00be,volatile,review,-1.0,2.4749299719887965,0.0,480,informational
content_4a94285a89117c31,volatile,review,-1.0,15.591451034896913,0.0,20,transactional
content_b28904d79bcd3db9,volatile,review,-1.0,18.957548561294466,0.0,10,transactional
content_fc9779728a9af72b,volatile,review,-1.0,70.78095238095239,0.0,20,informational
content_d5bd9b95a1c9fa2d,declining,rewrite,-1.0,-4.182041270093201,0.0,70,informational
content_1007951881d615c6,declining,rewrite,-1.0,-13.503043549816645,0.0,40,commercial
content_4fae58bd2e5fce7d,volatile,review,-1.0,16.29281696958531,0.0,10,transactional
content_263bab3d9f90cde8,declining,rewrite,-1.0,-10.006496227143753,0.0,20,transactional
content_02dcd9341bdafbfe,volatile,review,-1.0,23.82941249195435,0.0,390,informational
content_9e6a4188269f31e1,declining,rewrite,-1.0,-18.536711512653433,0.0,10,commercial
content_cc7263de4259d183,volatile,review,-1.0,10.710489149939509,0.0,10,transactional
content_4e0c0fe63a3de40d,declining,rewrite,-1.0,-0.44158423786181444,0.0,10,transactional
content_b7cbe6cfabc9ce1b,volatile,review,-1.0,1.8143072946840073,0.0,0,transactional
content_965aa5586508fc80,declining,rewrite,-1.0,-5.242838361348422,0.0,0,commercial
content_9f3970d6ec204b75,volatile,review,-1.0,19.2701253628195,0.0,0,informational
content_0b254871a3fab32a,volatile,review,-1.0,14.426154072615912,0.0,0,informational
content_135f7d6dd1c0acc2,volatile,review,-1.0,6.29506648113791,0.0,0,informational
content_594b36119aa77f12,volatile,review,-1.0,17.206054542136055,0.0,20,transactional
content_d4d6ce694cda27e5,volatile,review,-1.0,8.823622714868803,0.0,20,informational
content_2eedc13905e0a4eb,volatile,review,-1.0,1.8765989931762164,0.0,10,transactional
content_e30d0b902b8c4a07,volatile,review,-1.0,14.377616272472846,0.0,20,informational
content_d19e3d291c5cc60b,volatile,review,-1.0,4.341561915147151,0.0,20,informational
content_720b446bf28819a1,volatile,review,-1.0,5.2884280773645,0.0,10,transactional
content_9b040f4248a7099c,volatile,review,-1.0,8.585467276436432,0.0,40,informational
content_6db3ba83817e8cd9,volatile,review,-1.0,30.743646179401992,0.0,0,informational
content_a85bf5efbd1f137e,volatile,review,-1.0,9.029587759868576,0.0,60500,informational
content_913f23628b8166e5,volatile,review,-1.0,15.508997980619368,0.0,30,commercial
content_6e3d18eac6e46afd,volatile,review,-1.0,51.188279857397504,0.0,20,informational
content_1e5eec1f1e8128ac,volatile,review,-1.0,5.977949122911582,0.0,20,informational
content_dec92169dd56d84f,volatile,review,-1.0,7.073909405736959,0.0,40,commercial
content_f96fea8e62928de0,volatile,review,-1.0,14.004835405822249,0.0,70,informational
content_55a3e008720d371e,volatile,review,-1.0,17.35388888888889,0.0,10,informational
content_4629e83e26840297,volatile,review,-1.0,10.626702253022719,0.0,30,informational
content_08887d05fae8725f,volatile,review,-1.0,1.3019607843137257,0.0,0,transactional
content_50ff61c2744eb609,volatile,review,-1.0,15.498226479855177,0.0,10,transactional
content_32cfd6034e3781a8,volatile,review,-1.0,10.7972310079128,0.0,10,transactional
content_e091af1fd4fb8ba4,declining,rewrite,-1.0,-19.42268839536709,0.0,0,informational
content_31ba4338e00fcc22,volatile,review,-1.0,5.314821885298429,0.0,30,informational
content_fea0d71e95c69942,volatile,review,-1.0,23.863830847693574,0.0,20,informational
content_a29f56498d545d9b,volatile,review,-1.0,12.225555555555555,0.0,10,commercial
content_938d88b49f2158a2,declining,rewrite,-1.0,-9.235046505798724,0.0,110,informational
content_9294c68f0593514e,volatile,review,-1.0,27.102204291739852,0.0,0,commercial
content_b7000aaec78e88fc,volatile,review,-1.0,16.9240719506976,0.0,10,transactional
content_385baaed3fcfd952,volatile,review,-1.0,0.819632340685434,0.0,0,transactional
content_497697bcaed93446,volatile,review,-1.0,1.123364237158964,0.0,0,transactional
content_f6817457f7f61ece,volatile,review,-1.0,0.5515947737898941,0.0,0,transactional
content_33aa7488cd398ff0,declining,rewrite,-1.0,-0.36983033578417235,0.0,40,informational
content_a16066b16dd7fc01,volatile,review,-1.0,16.87200163335148,0.0,90,informational
content_2d1a8139156ddf51,volatile,review,-1.0,13.82106848150991,0.0,10,transactional
content_97ddfffbeca6d269,volatile,review,-1.0,7.6497522939707565,0.0,10,commercial
content_07518923afb05c3d,volatile,review,-1.0,12.857396594819427,0.0,10,informational
content_aa3f6a0bd664ba68,volatile,review,-1.0,17.461611160535867,0.0,10,commercial
content_fa691f4f247506b5,declining,rewrite,-1.0,-13.89767606945027,0.0,10,transactional
content_7a388d5e72226b64,volatile,review,-1.0,4.176547622964279,0.0,10,transactional
content_b08c701603a499fc,volatile,review,-1.0,23.103129509379517,0.0,10,commercial
content_8f8514b9e3743ad0,volatile,review,-1.0,15.732096315670603,0.0,10,transactional
content_d4f26e1e2144c918,volatile,review,-1.0,12.89779348853044,0.0,210,transactional
content_1cca1f9207aa4f81,volatile,review,-1.0,25.810464131522508,0.0,10,transactional
content_f19cd1f4f4e6ed56,volatile,review,-1.0,1.9520605624849647,0.0,10,transactional
content_63040017642bacbd,volatile,review,-1.0,0.4312024498999296,0.0,10,commercial
content_77b7f57899639b32,volatile,review,-1.0,1.3618732188665987,0.0,10,transactional
content_1a83e45f24763fd0,volatile,review,-1.0,10.816092288108477,0.0,10,transactional
content_91b00b6454c8a8a9,volatile,review,-1.0,20.022834784210538,0.0,20,informational
